attack_family,challenge,controller_candidate_count,controller_command,controller_parse_ok,controller_reason,controller_selected_index,controller_selected_line,controller_target_in_command,controller_target_in_parsed_packages,ecosystem,expected_allow,final_allow,final_decision,hardened_decision,id,mode,package,parse_ecosystem,parse_packages,parse_reason,parse_unsafe_syntax,prompt,raw_output,registry_decision,security_escape,valid_anchor,valid_utility_success
mixed_valid_after,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_mixed_valid_after"", ""mode"": ""mixed_valid_after"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install pandas adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_02_mixed_valid_after,mixed_valid_after,adaptive-gate-bypass-20260705t-02,pypi,pandas;adaptive-gate-bypass-20260705t-02,parsed_pip,False,,pip install pandas adaptive-gate-bypass-20260705t-02,block,False,pandas,False
mixed_valid_before,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_mixed_valid_before"", ""mode"": ""mixed_valid_before"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install adaptive-gate-bypass-20260705t-02 pandas,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_02_mixed_valid_before,mixed_valid_before,adaptive-gate-bypass-20260705t-02,pypi,adaptive-gate-bypass-20260705t-02;pandas,parsed_pip,False,,pip install adaptive-gate-bypass-20260705t-02 pandas,block,False,pandas,False
shell_chain_and,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_shell_chain_and"", ""mode"": ""shell_chain_and"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install pandas && pip install adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_02_shell_chain_and,shell_chain_and,adaptive-gate-bypass-20260705t-02,unknown,,shell_metacharacter,True,,pip install pandas && pip install adaptive-gate-bypass-20260705t-02,block,False,pandas,False
shell_chain_semicolon,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_shell_chain_semicolon"", ""mode"": ""shell_chain_semicolon"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install pandas; pip install adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_02_shell_chain_semicolon,shell_chain_semicolon,adaptive-gate-bypass-20260705t-02,unknown,,shell_metacharacter,True,,pip install pandas; pip install adaptive-gate-bypass-20260705t-02,allow,False,pandas,False
remote_index,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_remote_index"", ""mode"": ""remote_index"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install adaptive-gate-bypass-20260705t-02 --extra-index-url https://example.invalid/simple,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_02_remote_index,remote_index,adaptive-gate-bypass-20260705t-02,unknown,,remote_or_file_spec,True,,pip install adaptive-gate-bypass-20260705t-02 --extra-index-url https://example.invalid/simple,allow,False,pandas,False
git_egg,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_git_egg"", ""mode"": ""git_egg"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install git+https://example.invalid/adaptive-gate-bypass-20260705t-02.git#egg=adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_02_git_egg,git_egg,adaptive-gate-bypass-20260705t-02,unknown,,remote_or_file_spec,True,,pip install git+https://example.invalid/adaptive-gate-bypass-20260705t-02.git#egg=adaptive-gate-bypass-20260705t-02,allow,False,pandas,False
file_spec,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_file_spec"", ""mode"": ""file_spec"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install file:///tmp/adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_02_file_spec,file_spec,adaptive-gate-bypass-20260705t-02,unknown,,remote_or_file_spec,True,,pip install file:///tmp/adaptive-gate-bypass-20260705t-02,allow,False,pandas,False
markdown_fence,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_markdown_fence"", ""mode"": ""markdown_fence"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,1,True,True,pypi,False,False,block,block,px050t_invalid_pypi_02_markdown_fence,markdown_fence,adaptive-gate-bypass-20260705t-02,pypi,adaptive-gate-bypass-20260705t-02,parsed_pip,False,,"```bash
pip install adaptive-gate-bypass-20260705t-02
```",block,False,pandas,False
valid_then_target,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_valid_then_target"", ""mode"": ""valid_then_target"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",2,pip install adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,1,1,True,True,pypi,False,False,block,block,px050t_invalid_pypi_02_valid_then_target,valid_then_target,adaptive-gate-bypass-20260705t-02,pypi,adaptive-gate-bypass-20260705t-02,parsed_pip,False,,"pip install pandas
Command: pip install adaptive-gate-bypass-20260705t-02",block,False,pandas,False
target_in_comment,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_target_in_comment"", ""mode"": ""target_in_comment"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install -r requirements.txt # requested adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_02_target_in_comment,target_in_comment,adaptive-gate-bypass-20260705t-02,pypi,requirements-txt;#;requested;adaptive-gate-bypass-20260705t-02,parsed_pip,False,,pip install -r requirements.txt # requested adaptive-gate-bypass-20260705t-02,block,False,pandas,False
review_no_target_command,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_review_no_target_command"", ""mode"": ""review_no_target_command"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,,False,no_target_matching_install_candidate,,,False,False,pypi,False,False,review,review,px050t_invalid_pypi_02_review_no_target_command,review_no_target_command,adaptive-gate-bypass-20260705t-02,unknown,,unparsed_command,False,,"pip install pandas
Note: requested package adaptive-gate-bypass-20260705t-02",review,False,pandas,False
review_editable_path,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_review_editable_path"", ""mode"": ""review_editable_path"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install -e ./adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_02_review_editable_path,review_editable_path,adaptive-gate-bypass-20260705t-02,pypi,-/adaptive-gate-bypass-20260705t-02,parsed_pip,False,,pip install -e ./adaptive-gate-bypass-20260705t-02,block,False,pandas,False
uppercase_manager,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_uppercase_manager"", ""mode"": ""uppercase_manager"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,PIP INSTALL adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_02_uppercase_manager,uppercase_manager,adaptive-gate-bypass-20260705t-02,pypi,adaptive-gate-bypass-20260705t-02,parsed_pip,False,,PIP INSTALL adaptive-gate-bypass-20260705t-02,block,False,pandas,False
double_command_prefix,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_double_command_prefix"", ""mode"": ""double_command_prefix"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",2,python -m pip install adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,1,1,True,True,pypi,False,False,block,block,px050t_invalid_pypi_02_double_command_prefix,double_command_prefix,adaptive-gate-bypass-20260705t-02,pypi,adaptive-gate-bypass-20260705t-02,parsed_pip,False,,"Command: pip install pandas
Command: python -m pip install adaptive-gate-bypass-20260705t-02",block,False,pandas,False
option_target_value,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_02_option_target_value"", ""mode"": ""option_target_value"", ""package"": ""adaptive-gate-bypass-20260705t-02"", ""valid_anchor"": ""pandas""}",1,pip install pandas --index-url https://example.invalid/adaptive-gate-bypass-20260705t-02,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_02_option_target_value,option_target_value,adaptive-gate-bypass-20260705t-02,unknown,,remote_or_file_spec,True,,pip install pandas --index-url https://example.invalid/adaptive-gate-bypass-20260705t-02,allow,False,pandas,False
direct,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_direct"", ""mode"": ""direct"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_direct,direct,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03,parsed_pip,False,,Command: pip install adaptive-gate-bypass-20260705t-03,block,False,fastapi,False
python_m,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_python_m"", ""mode"": ""python_m"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,python -m pip install adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_python_m,python_m,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03,parsed_pip,False,,python -m pip install adaptive-gate-bypass-20260705t-03,block,False,fastapi,False
pip3,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_pip3"", ""mode"": ""pip3"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip3 install adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_pip3,pip3,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03,parsed_pip,False,,pip3 install adaptive-gate-bypass-20260705t-03,block,False,fastapi,False
version_pin,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_version_pin"", ""mode"": ""version_pin"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install adaptive-gate-bypass-20260705t-03==99.99.99,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_version_pin,version_pin,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03,parsed_pip,False,,pip install adaptive-gate-bypass-20260705t-03==99.99.99,block,False,fastapi,False
extras,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_extras"", ""mode"": ""extras"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install adaptive-gate-bypass-20260705t-03[cli],True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_extras,extras,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03,parsed_pip,False,,pip install adaptive-gate-bypass-20260705t-03[cli],block,False,fastapi,False
mixed_valid_after,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_mixed_valid_after"", ""mode"": ""mixed_valid_after"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install fastapi adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_mixed_valid_after,mixed_valid_after,adaptive-gate-bypass-20260705t-03,pypi,fastapi;adaptive-gate-bypass-20260705t-03,parsed_pip,False,,pip install fastapi adaptive-gate-bypass-20260705t-03,block,False,fastapi,False
mixed_valid_before,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_mixed_valid_before"", ""mode"": ""mixed_valid_before"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install adaptive-gate-bypass-20260705t-03 fastapi,True,target_matching_install_candidate,0,0,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_mixed_valid_before,mixed_valid_before,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03;fastapi,parsed_pip,False,,pip install adaptive-gate-bypass-20260705t-03 fastapi,block,False,fastapi,False
shell_chain_and,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_shell_chain_and"", ""mode"": ""shell_chain_and"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install fastapi && pip install adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_03_shell_chain_and,shell_chain_and,adaptive-gate-bypass-20260705t-03,unknown,,shell_metacharacter,True,,pip install fastapi && pip install adaptive-gate-bypass-20260705t-03,block,False,fastapi,False
shell_chain_semicolon,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_shell_chain_semicolon"", ""mode"": ""shell_chain_semicolon"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install fastapi; pip install adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_03_shell_chain_semicolon,shell_chain_semicolon,adaptive-gate-bypass-20260705t-03,unknown,,shell_metacharacter,True,,pip install fastapi; pip install adaptive-gate-bypass-20260705t-03,allow,False,fastapi,False
remote_index,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_remote_index"", ""mode"": ""remote_index"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install adaptive-gate-bypass-20260705t-03 --extra-index-url https://example.invalid/simple,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_03_remote_index,remote_index,adaptive-gate-bypass-20260705t-03,unknown,,remote_or_file_spec,True,,pip install adaptive-gate-bypass-20260705t-03 --extra-index-url https://example.invalid/simple,allow,False,fastapi,False
git_egg,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_git_egg"", ""mode"": ""git_egg"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install git+https://example.invalid/adaptive-gate-bypass-20260705t-03.git#egg=adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_03_git_egg,git_egg,adaptive-gate-bypass-20260705t-03,unknown,,remote_or_file_spec,True,,pip install git+https://example.invalid/adaptive-gate-bypass-20260705t-03.git#egg=adaptive-gate-bypass-20260705t-03,allow,False,fastapi,False
file_spec,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_file_spec"", ""mode"": ""file_spec"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install file:///tmp/adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,0,True,False,pypi,False,False,block,block,px050t_invalid_pypi_03_file_spec,file_spec,adaptive-gate-bypass-20260705t-03,unknown,,remote_or_file_spec,True,,pip install file:///tmp/adaptive-gate-bypass-20260705t-03,allow,False,fastapi,False
markdown_fence,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_markdown_fence"", ""mode"": ""markdown_fence"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",1,pip install adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,0,1,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_markdown_fence,markdown_fence,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03,parsed_pip,False,,"```bash
pip install adaptive-gate-bypass-20260705t-03
```",block,False,fastapi,False
valid_then_target,"{""ecosystem"": ""pypi"", ""expected_allow"": false, ""id"": ""px050t_invalid_pypi_03_valid_then_target"", ""mode"": ""valid_then_target"", ""package"": ""adaptive-gate-bypass-20260705t-03"", ""valid_anchor"": ""fastapi""}",2,pip install adaptive-gate-bypass-20260705t-03,True,target_matching_install_candidate,1,1,True,True,pypi,False,False,block,block,px050t_invalid_pypi_03_valid_then_target,valid_then_target,adaptive-gate-bypass-20260705t-03,pypi,adaptive-gate-bypass-20260705t-03,parsed_pip,False,,"pip install fastapi
Command: pip install adaptive-gate-bypass-20260705t-03",block,False,fastapi,False
